time,V(N001),I(V1),I(R1),I(D1)
0.0008322,1.13044,-43419.7,-0.000113044,43419.7
0.0008323,1.13075,-43962.2,-0.000113075,43962.2
0.0008324,1.13106,-44512.2,-0.000113106,44512.2
0.0008325,1.13137,-45069.6,-0.000113137,45069.6
0.0008326,1.13168,-45634.6,-0.000113168,45634.6
0.0008327,1.13199,-46207.4,-0.000113199,46207.4
0.0008328,1.1323,-46788,-0.00011323,46788
0.0008329,1.13262,-47376.5,-0.000113262,47376.5
0.000833,1.13293,-47973.1,-0.000113293,47973.1
0.0008331,1.13324,-48577.9,-0.000113324,48577.9
0.0008332,1.13356,-49190.9,-0.000113356,49190.9
0.0008333,1.13387,-49812.4,-0.000113387,49812.4
0.0008334,1.13418,-50442.4,-0.000113418,50442.4
0.0008335,1.1345,-51081.1,-0.00011345,51081.1
0.0008336,1.13481,-51728.6,-0.000113481,51728.6
0.0008337,1.13513,-52385,-0.000113513,52385
0.0008338,1.13544,-53050.5,-0.000113544,53050.5
0.0008339,1.13576,-53725.1,-0.000113576,53725.1
0.000834,1.13608,-54409.1,-0.000113608,54409.1
0.0008341,1.13639,-55102.5,-0.000113639,55102.5
0.0008342,1.13671,-55805.6,-0.000113671,55805.6
0.0008343,1.13703,-56518.3,-0.000113703,56518.3
0.0008344,1.13735,-57241,-0.000113735,57241
0.0008345,1.13766,-57973.7,-0.000113766,57973.7
0.0008346,1.13798,-58716.5,-0.000113798,58716.5
0.0008347,1.1383,-59469.7,-0.00011383,59469.7
0.0008348,1.13862,-60233.4,-0.000113862,60233.4
0.0008349,1.13894,-61007.7,-0.000113894,61007.7
0.000835,1.13926,-61792.8,-0.000113926,61792.8
0.0008351,1.13958,-62588.9,-0.000113958,62588.9
0.0008352,1.1399,-63396.1,-0.00011399,63396.1
0.0008353,1.14022,-64214.5,-0.000114022,64214.5
0.0008354,1.14054,-65044.4,-0.000114054,65044.4
0.0008355,1.14086,-65885.9,-0.000114086,65885.9
0.0008356,1.14118,-66739.3,-0.000114118,66739.3
0.0008357,1.14151,-67604.5,-0.000114151,67604.5
0.0008358,1.14183,-68482,-0.000114183,68482
0.0008359,1.14215,-69371.7,-0.000114215,69371.7
0.000836,1.14247,-70274,-0.000114247,70274
0.0008361,1.1428,-71189,-0.00011428,71189
0.0008362,1.14312,-72116.8,-0.000114312,72116.8
0.0008363,1.14344,-73057.8,-0.000114344,73057.8
0.0008364,1.14377,-74012,-0.000114377,74012
0.0008365,1.14409,-74979.7,-0.000114409,74979.7
0.0008366,1.14442,-75961.1,-0.000114442,75961.1
0.0008367,1.14474,-76956.4,-0.000114474,76956.4
0.0008368,1.14507,-77965.7,-0.000114507,77965.7
0.0008369,1.1454,-78989.4,-0.00011454,78989.4
0.000837,1.14572,-80027.6,-0.000114572,80027.6
0.0008371,1.14605,-81080.5,-0.000114605,81080.5
0.0008372,1.14638,-82148.4,-0.000114638,82148.4
0.0008373,1.1467,-83231.4,-0.00011467,83231.4
0.0008374,1.14703,-84329.9,-0.000114703,84329.9
0.0008375,1.14736,-85444,-0.000114736,85444
0.0008376,1.14769,-86574.1,-0.000114769,86574.1
0.0008377,1.14802,-87720.2,-0.000114802,87720.2
0.0008378,1.14835,-88882.7,-0.000114835,88882.7
0.0008379,1.14868,-90061.9,-0.000114868,90061.9
0.000838,1.14901,-91257.9,-0.000114901,91257.9
0.0008381,1.14934,-92471,-0.000114934,92471
0.0008382,1.14967,-93701.5,-0.000114967,93701.5
0.0008383,1.15,-94949.6,-0.000115,94949.6
0.0008384,1.15033,-96215.7,-0.000115033,96215.7
0.0008385,1.15066,-97500,-0.000115066,97500
0.0008386,1.15099,-98802.7,-0.000115099,98802.7
0.0008387,1.15132,-100124,-0.000115132,100124
0.0008388,1.15166,-101465,-0.000115166,101465
0.0008389,1.15199,-102825,-0.000115199,102825
0.000839,1.15232,-104204,-0.000115232,104204
0.0008391,1.15266,-105603,-0.000115266,105603
0.0008392,1.15299,-107023,-0.000115299,107023
0.0008393,1.15332,-108463,-0.000115332,108463
0.0008394,1.15366,-109924,-0.000115366,109924
0.0008395,1.15399,-111406,-0.000115399,111406
0.0008396,1.15433,-112910,-0.000115433,112910
0.0008397,1.15466,-114435,-0.000115466,114435
0.0008398,1.155,-115983,-0.0001155,115983
0.0008399,1.15534,-117553,-0.000115534,117553
0.00084,1.15567,-119146,-0.000115567,119146
0.0008401,1.15601,-120762,-0.000115601,120762
0.0008402,1.15635,-122402,-0.000115635,122402
0.0008403,1.15668,-124066,-0.000115668,124066
0.0008404,1.15702,-125754,-0.000115702,125754
0.0008405,1.15736,-127466,-0.000115736,127466
0.0008406,1.1577,-129204,-0.00011577,129204
0.0008407,1.15804,-130967,-0.000115804,130967
0.0008408,1.15838,-132756,-0.000115838,132756
0.0008409,1.15872,-134571,-0.000115872,134571
0.000841,1.15906,-136413,-0.000115906,136413
0.0008411,1.1594,-138282,-0.00011594,138282
0.0008412,1.15974,-140178,-0.000115974,140178
0.0008413,1.16008,-142102,-0.000116008,142102
0.0008414,1.16042,-144054,-0.000116042,144054
0.0008415,1.16076,-146036,-0.000116076,146036
0.0008416,1.1611,-148046,-0.00011611,148046
0.0008417,1.16144,-150086,-0.000116144,150086
0.0008418,1.16179,-152156,-0.000116179,152156
0.0008419,1.16213,-154257,-0.000116213,154257
0.000842,1.16247,-156389,-0.000116247,156389
0.0008421,1.16282,-158552,-0.000116282,158552
0.0008422,1.16316,-160748,-0.000116316,160748
0.0008423,1.1635,-162976,-0.00011635,162976
0.0008424,1.16385,-165237,-0.000116385,165237
0.0008425,1.16419,-167532,-0.000116419,167532
0.0008426,1.16454,-169861,-0.000116454,169861
0.0008427,1.16488,-172224,-0.000116488,172224
0.0008428,1.16523,-174623,-0.000116523,174623
0.0008429,1.16558,-177057,-0.000116558,177057
0.000843,1.16592,-179528,-0.000116592,179528
0.0008431,1.16627,-182036,-0.000116627,182036
0.0008432,1.16662,-184581,-0.000116662,184581
0.0008433,1.16696,-187164,-0.000116696,187164
0.0008434,1.16731,-189785,-0.000116731,189785
0.0008435,1.16766,-192446,-0.000116766,192446
0.0008436,1.16801,-195147,-0.000116801,195147
0.0008437,1.16836,-197889,-0.000116836,197889
0.0008438,1.1687,-200671,-0.00011687,200671
0.0008439,1.16905,-203495,-0.000116905,203495
0.000844,1.1694,-206362,-0.00011694,206362
0.0008441,1.16975,-209272,-0.000116975,209272
0.0008442,1.1701,-212226,-0.00011701,212226
0.0008443,1.17046,-215224,-0.000117046,215224
0.0008444,1.17081,-218267,-0.000117081,218267
0.0008445,1.17116,-221357,-0.000117116,221357
0.0008446,1.17151,-224493,-0.000117151,224493
0.0008447,1.17186,-227676,-0.000117186,227676
0.0008448,1.17221,-230908,-0.000117221,230908
0.0008449,1.17257,-234188,-0.000117257,234188
0.000845,1.17292,-237518,-0.000117292,237518
0.0008451,1.17327,-240899,-0.000117327,240899
0.0008452,1.17363,-244331,-0.000117363,244331
0.0008453,1.17398,-247815,-0.000117398,247815
0.0008454,1.17433,-251353,-0.000117433,251353
0.0008455,1.17469,-254944,-0.000117469,254944
0.0008456,1.17504,-258589,-0.000117504,258589
0.0008457,1.1754,-262290,-0.00011754,262290
0.0008458,1.17576,-266048,-0.000117576,266048
0.0008459,1.17611,-269863,-0.000117611,269863
0.000846,1.17647,-273736,-0.000117647,273736
0.0008461,1.17682,-277668,-0.000117682,277668
0.0008462,1.17718,-281661,-0.000117718,281661
0.0008463,1.17754,-285715,-0.000117754,285715
0.0008464,1.1779,-289831,-0.00011779,289831
0.0008465,1.17825,-294009,-0.000117825,294009
0.0008466,1.17861,-298253,-0.000117861,298253
0.0008467,1.17897,-302561,-0.000117897,302561
0.0008468,1.17933,-306935,-0.000117933,306935
0.0008469,1.17969,-311377,-0.000117969,311377
0.000847,1.18005,-315887,-0.000118005,315887
0.0008471,1.18041,-320466,-0.000118041,320466
0.0008472,1.18077,-325116,-0.000118077,325116
0.0008473,1.18113,-329838,-0.000118113,329838
0.0008474,1.18149,-334633,-0.000118149,334633
0.0008475,1.18185,-339502,-0.000118185,339502
0.0008476,1.18221,-344446,-0.000118221,344446
0.0008477,1.18257,-349467,-0.000118257,349467
0.0008478,1.18294,-354565,-0.000118294,354565
0.0008479,1.1833,-359743,-0.00011833,359743
0.000848,1.18366,-365000,-0.000118366,365000
0.0008481,1.18402,-370340,-0.000118402,370340
0.0008482,1.18439,-375762,-0.000118439,375762
0.0008483,1.18475,-381269,-0.000118475,381269
0.0008484,1.18511,-386861,-0.000118511,386861
0.0008485,1.18548,-392540,-0.000118548,392540
0.0008486,1.18584,-398308,-0.000118584,398308
0.0008487,1.18621,-404166,-0.000118621,404166
0.0008488,1.18657,-410115,-0.000118657,410115
0.0008489,1.18694,-416157,-0.000118694,416157
0.000849,1.18731,-422294,-0.000118731,422294
0.0008491,1.18767,-428527,-0.000118767,428527
0.0008492,1.18804,-434857,-0.000118804,434857
0.0008493,1.18841,-441286,-0.000118841,441286
0.0008494,1.18877,-447816,-0.000118877,447816
0.0008495,1.18914,-454449,-0.000118914,454449
0.0008496,1.18951,-461185,-0.000118951,461185
0.0008497,1.18988,-468028,-0.000118988,468028
0.0008498,1.19025,-474978,-0.000119025,474978
0.0008499,1.19061,-482038,-0.000119061,482038
0.00085,1.19098,-489208,-0.000119098,489208
0.0008501,1.19135,-496492,-0.000119135,496492
0.0008502,1.19172,-503891,-0.000119172,503891
0.0008503,1.19209,-511406,-0.000119209,511406
0.0008504,1.19246,-519040,-0.000119246,519040
0.0008505,1.19283,-526795,-0.000119283,526795
0.0008506,1.1932,-534672,-0.00011932,534672
0.0008507,1.19358,-542675,-0.000119358,542675
0.0008508,1.19395,-550803,-0.000119395,550803
0.0008509,1.19432,-559061,-0.000119432,559061
0.000851,1.19469,-567450,-0.000119469,567450
0.0008511,1.19506,-575972,-0.000119506,575972
0.0008512,1.19544,-584630,-0.000119544,584630
0.0008513,1.19581,-593425,-0.000119581,593425
0.0008514,1.19618,-602360,-0.000119618,602360
0.0008515,1.19656,-611437,-0.000119656,611437
0.0008516,1.19693,-620659,-0.000119693,620659
0.0008517,1.19731,-630028,-0.000119731,630028
0.0008518,1.19768,-639547,-0.000119768,639547
0.0008519,1.19806,-649218,-0.000119806,649218
0.000852,1.19843,-659043,-0.000119843,659043
0.0008521,1.19881,-669026,-0.000119881,669026
0.0008522,1.19918,-679168,-0.000119918,679168
0.0008523,1.19956,-689473,-0.000119956,689473
0.0008524,1.19994,-699942,-0.000119994,699942
0.0008525,1.20032,-710580,-0.000120032,710580
0.0008526,1.20069,-721389,-0.000120069,721389
0.0008527,1.20107,-732371,-0.000120107,732371
0.0008528,1.20145,-743530,-0.000120145,743530
0.0008529,1.20183,-754869,-0.000120183,754869
0.000853,1.20221,-766390,-0.000120221,766390
0.0008531,1.20258,-778096,-0.000120258,778096
0.0008532,1.20296,-789992,-0.000120296,789992
0.0008533,1.20334,-802079,-0.000120334,802079
0.0008534,1.20372,-814362,-0.000120372,814362
0.0008535,1.2041,-826843,-0.00012041,826843
0.0008536,1.20448,-839526,-0.000120448,839526
0.0008537,1.20487,-852414,-0.000120487,852414
0.0008538,1.20525,-865511,-0.000120525,865511
0.0008539,1.20563,-878820,-0.000120563,878820
0.000854,1.20601,-892345,-0.000120601,892345
0.0008541,1.20639,-906089,-0.000120639,906089
0.0008542,1.20677,-920057,-0.000120677,920057
0.0008543,1.20716,-934251,-0.000120716,934251
0.0008544,1.20754,-948677,-0.000120754,948677
0.0008545,1.20792,-963337,-0.000120792,963337
0.0008546,1.20831,-978237,-0.000120831,978237
0.0008547,1.20869,-993379,-0.000120869,993379
0.0008548,1.20908,-1.00877e+06,-0.000120908,1.00877e+06
0.0008549,1.20946,-1.02441e+06,-0.000120946,1.02441e+06
0.000855,1.20984,-1.0403e+06,-0.000120984,1.0403e+06
0.0008551,1.21023,-1.05646e+06,-0.000121023,1.05646e+06
0.0008552,1.21062,-1.07288e+06,-0.000121062,1.07288e+06
0.0008553,1.211,-1.08957e+06,-0.0001211,1.08957e+06
0.0008554,1.21139,-1.10653e+06,-0.000121139,1.10653e+06
0.0008555,1.21177,-1.12377e+06,-0.000121177,1.12377e+06
0.0008556,1.21216,-1.14129e+06,-0.000121216,1.14129e+06
0.0008557,1.21255,-1.1591e+06,-0.000121255,1.1591e+06
0.0008558,1.21294,-1.17721e+06,-0.000121294,1.17721e+06
0.0008559,1.21332,-1.19561e+06,-0.000121332,1.19561e+06
0.000856,1.21371,-1.21431e+06,-0.000121371,1.21431e+06
0.0008561,1.2141,-1.23332e+06,-0.00012141,1.23332e+06
0.0008562,1.21449,-1.25265e+06,-0.000121449,1.25265e+06
0.0008563,1.21488,-1.27229e+06,-0.000121488,1.27229e+06
0.0008564,1.21527,-1.29226e+06,-0.000121527,1.29226e+06
0.0008565,1.21566,-1.31255e+06,-0.000121566,1.31255e+06
0.0008566,1.21605,-1.33318e+06,-0.000121605,1.33318e+06
0.0008567,1.21644,-1.35416e+06,-0.000121644,1.35416e+06
0.0008568,1.21683,-1.37548e+06,-0.000121683,1.37548e+06
0.0008569,1.21722,-1.39715e+06,-0.000121722,1.39715e+06
0.000857,1.21761,-1.41918e+06,-0.000121761,1.41918e+06
0.0008571,1.218,-1.44158e+06,-0.0001218,1.44158e+06
0.0008572,1.21839,-1.46435e+06,-0.000121839,1.46435e+06
0.0008573,1.21878,-1.48749e+06,-0.000121878,1.48749e+06
0.0008574,1.21918,-1.51103e+06,-0.000121918,1.51103e+06
0.0008575,1.21957,-1.53495e+06,-0.000121957,1.53495e+06
0.0008576,1.21996,-1.55927e+06,-0.000121996,1.55927e+06
0.0008577,1.22036,-1.58399e+06,-0.000122036,1.58399e+06
0.0008578,1.22075,-1.60913e+06,-0.000122075,1.60913e+06
0.0008579,1.22114,-1.63469e+06,-0.000122114,1.63469e+06
0.000858,1.22154,-1.66067e+06,-0.000122154,1.66067e+06
0.0008581,1.22193,-1.68709e+06,-0.000122193,1.68709e+06
0.0008582,1.22233,-1.71394e+06,-0.000122233,1.71394e+06
0.0008583,1.22272,-1.74125e+06,-0.000122272,1.74125e+06
0.0008584,1.22312,-1.76901e+06,-0.000122312,1.76901e+06
0.0008585,1.22351,-1.79724e+06,-0.000122351,1.79724e+06
0.0008586,1.22391,-1.82594e+06,-0.000122391,1.82594e+06
0.0008587,1.22431,-1.85512e+06,-0.000122431,1.85512e+06
0.0008588,1.2247,-1.88479e+06,-0.00012247,1.88479e+06
0.0008589,1.2251,-1.91496e+06,-0.00012251,1.91496e+06
0.000859,1.2255,-1.94564e+06,-0.00012255,1.94564e+06
0.0008591,1.22589,-1.97683e+06,-0.000122589,1.97683e+06
0.0008592,1.22629,-2.00855e+06,-0.000122629,2.00855e+06
0.0008593,1.22669,-2.0408e+06,-0.000122669,2.0408e+06
0.0008594,1.22709,-2.07359e+06,-0.000122709,2.07359e+06
0.0008595,1.22749,-2.10694e+06,-0.000122749,2.10694e+06
0.0008596,1.22789,-2.14084e+06,-0.000122789,2.14084e+06
0.0008597,1.22829,-2.17532e+06,-0.000122829,2.17532e+06
0.0008598,1.22869,-2.21039e+06,-0.000122869,2.21039e+06
0.0008599,1.22909,-2.24604e+06,-0.000122909,2.24604e+06
0.00086,1.22949,-2.2823e+06,-0.000122949,2.2823e+06
0.0008601,1.22989,-2.31917e+06,-0.000122989,2.31917e+06
0.0008602,1.23029,-2.35667e+06,-0.000123029,2.35667e+06
0.0008603,1.23069,-2.3948e+06,-0.000123069,2.3948e+06
0.0008604,1.23109,-2.43358e+06,-0.000123109,2.43358e+06
0.0008605,1.23149,-2.47301e+06,-0.000123149,2.47301e+06
0.0008606,1.2319,-2.51312e+06,-0.00012319,2.51312e+06
0.0008607,1.2323,-2.5539e+06,-0.00012323,2.5539e+06
0.0008608,1.2327,-2.59538e+06,-0.00012327,2.59538e+06
0.0008609,1.2331,-2.63757e+06,-0.00012331,2.63757e+06
0.000861,1.23351,-2.68047e+06,-0.000123351,2.68047e+06
0.0008611,1.23391,-2.72411e+06,-0.000123391,2.72411e+06
0.0008612,1.23431,-2.76848e+06,-0.000123431,2.76848e+06
0.0008613,1.23472,-2.81362e+06,-0.000123472,2.81362e+06
0.0008614,1.23512,-2.85953e+06,-0.000123512,2.85953e+06
0.0008615,1.23553,-2.90622e+06,-0.000123553,2.90622e+06
0.0008616,1.23593,-2.9537e+06,-0.000123593,2.9537e+06
0.0008617,1.23634,-3.002e+06,-0.000123634,3.002e+06
0.0008618,1.23674,-3.05113e+06,-0.000123674,3.05113e+06
0.0008619,1.23715,-3.1011e+06,-0.000123715,3.1011e+06
0.000862,1.23756,-3.15192e+06,-0.000123756,3.15192e+06
0.0008621,1.23796,-3.20362e+06,-0.000123796,3.20362e+06
0.0008622,1.23837,-3.2562e+06,-0.000123837,3.2562e+06
0.0008623,1.23878,-3.30969e+06,-0.000123878,3.30969e+06
0.0008624,1.23919,-3.36409e+06,-0.000123919,3.36409e+06
0.0008625,1.23959,-3.41943e+06,-0.000123959,3.41943e+06
0.0008626,1.24,-3.47572e+06,-0.000124,3.47572e+06
0.0008627,1.24041,-3.53299e+06,-0.000124041,3.53299e+06
0.0008628,1.24082,-3.59123e+06,-0.000124082,3.59123e+06
0.0008629,1.24123,-3.65049e+06,-0.000124123,3.65049e+06
0.000863,1.24164,-3.71076e+06,-0.000124164,3.71076e+06
0.0008631,1.24205,-3.77207e+06,-0.000124205,3.77207e+06
0.0008632,1.24246,-3.83445e+06,-0.000124246,3.83445e+06
0.0008633,1.24287,-3.8979e+06,-0.000124287,3.8979e+06
0.0008634,1.24328,-3.96245e+06,-0.000124328,3.96245e+06
0.0008635,1.24369,-4.02811e+06,-0.000124369,4.02811e+06
0.0008636,1.2441,-4.09492e+06,-0.00012441,4.09492e+06
0.0008637,1.24451,-4.16288e+06,-0.000124451,4.16288e+06
0.0008638,1.24492,-4.23201e+06,-0.000124492,4.23201e+06
0.0008639,1.24534,-4.30235e+06,-0.000124534,4.30235e+06
0.000864,1.24575,-4.37391e+06,-0.000124575,4.37391e+06
0.0008641,1.24616,-4.44671e+06,-0.000124616,4.44671e+06
0.0008642,1.24657,-4.52078e+06,-0.000124657,4.52078e+06
0.0008643,1.24699,-4.59614e+06,-0.000124699,4.59614e+06
0.0008644,1.2474,-4.67281e+06,-0.00012474,4.67281e+06
0.0008645,1.24782,-4.75081e+06,-0.000124782,4.75081e+06
0.0008646,1.24823,-4.83018e+06,-0.000124823,4.83018e+06
0.0008647,1.24864,-4.91092e+06,-0.000124864,4.91092e+06
0.0008648,1.24906,-4.99308e+06,-0.000124906,4.99308e+06
0.0008649,1.24947,-5.07667e+06,-0.000124947,5.07667e+06
0.000865,1.24989,-5.16172e+06,-0.000124989,5.16172e+06
0.0008651,1.2503,-5.24826e+06,-0.00012503,5.24826e+06
0.0008652,1.25072,-5.33631e+06,-0.000125072,5.33631e+06
0.0008653,1.25114,-5.42591e+06,-0.000125114,5.42591e+06
0.0008654,1.25155,-5.51707e+06,-0.000125155,5.51707e+06
0.0008655,1.25197,-5.60983e+06,-0.000125197,5.60983e+06
0.0008656,1.25239,-5.70422e+06,-0.000125239,5.70422e+06
0.0008657,1.2528,-5.80027e+06,-0.00012528,5.80027e+06
0.0008658,1.25322,-5.898e+06,-0.000125322,5.898e+06
0.0008659,1.25364,-5.99745e+06,-0.000125364,5.99745e+06
0.000866,1.25406,-6.09865e+06,-0.000125406,6.09865e+06
0.0008661,1.25448,-6.20163e+06,-0.000125448,6.20163e+06
0.0008662,1.2549,-6.30642e+06,-0.00012549,6.30642e+06
0.0008663,1.25532,-6.41306e+06,-0.000125532,6.41306e+06
0.0008664,1.25574,-6.52158e+06,-0.000125574,6.52158e+06
0.0008665,1.25615,-6.63201e+06,-0.000125615,6.63201e+06
0.0008666,1.25657,-6.74439e+06,-0.000125657,6.74439e+06
0.0008667,1.257,-6.85876e+06,-0.0001257,6.85876e+06
0.0008668,1.25742,-6.97515e+06,-0.000125742,6.97515e+06
0.0008669,1.25784,-7.09359e+06,-0.000125784,7.09359e+06
0.000867,1.25826,-7.21413e+06,-0.000125826,7.21413e+06
0.0008671,1.25868,-7.33681e+06,-0.000125868,7.33681e+06
0.0008672,1.2591,-7.46166e+06,-0.00012591,7.46166e+06
0.0008673,1.25952,-7.58872e+06,-0.000125952,7.58872e+06
0.0008674,1.25995,-7.71804e+06,-0.000125995,7.71804e+06
0.0008675,1.26037,-7.84965e+06,-0.000126037,7.84965e+06
0.0008676,1.26079,-7.9836e+06,-0.000126079,7.9836e+06
0.0008677,1.26122,-8.11993e+06,-0.000126122,8.11993e+06
0.0008678,1.26164,-8.25869e+06,-0.000126164,8.25869e+06
0.0008679,1.26206,-8.39991e+06,-0.000126206,8.39991e+06
0.000868,1.26249,-8.54365e+06,-0.000126249,8.54365e+06
0.0008681,1.26291,-8.68995e+06,-0.000126291,8.68995e+06
0.0008682,1.26334,-8.83886e+06,-0.000126334,8.83886e+06
0.0008683,1.26376,-8.99042e+06,-0.000126376,8.99042e+06
0.0008684,1.26419,-9.14469e+06,-0.000126419,9.14469e+06
0.0008685,1.26461,-9.30171e+06,-0.000126461,9.30171e+06
0.0008686,1.26504,-9.46154e+06,-0.000126504,9.46154e+06
0.0008687,1.26546,-9.62423e+06,-0.000126546,9.62423e+06
0.0008688,1.26589,-9.78983e+06,-0.000126589,9.78983e+06
0.0008689,1.26632,-9.95839e+06,-0.000126632,9.95839e+06
0.000869,1.26674,-1.013e+07,-0.000126674,1.013e+07
0.0008691,1.26717,-1.03046e+07,-0.000126717,1.03046e+07
0.0008692,1.2676,-1.04824e+07,-0.00012676,1.04824e+07
0.0008693,1.26803,-1.06634e+07,-0.000126803,1.06634e+07
0.0008694,1.26846,-1.08476e+07,-0.000126846,1.08476e+07
0.0008695,1.26888,-1.10352e+07,-0.000126888,1.10352e+07
0.0008696,1.26931,-1.12261e+07,-0.000126931,1.12261e+07
0.0008697,1.26974,-1.14205e+07,-0.000126974,1.14205e+07
0.0008698,1.27017,-1.16183e+07,-0.000127017,1.16183e+07
0.0008699,1.2706,-1.18197e+07,-0.00012706,1.18197e+07
0.00087,1.27103,-1.20248e+07,-0.000127103,1.20248e+07
0.0008701,1.27146,-1.22335e+07,-0.000127146,1.22335e+07
0.0008702,1.27189,-1.2446e+07,-0.000127189,1.2446e+07
0.0008703,1.27232,-1.26624e+07,-0.000127232,1.26624e+07
0.0008704,1.27275,-1.28826e+07,-0.000127275,1.28826e+07
0.0008705,1.27319,-1.31068e+07,-0.000127319,1.31068e+07
0.0008706,1.27362,-1.33351e+07,-0.000127362,1.33351e+07
0.0008707,1.27405,-1.35676e+07,-0.000127405,1.35676e+07
0.0008708,1.27448,-1.38042e+07,-0.000127448,1.38042e+07
0.0008709,1.27491,-1.40451e+07,-0.000127491,1.40451e+07
0.000871,1.27535,-1.42904e+07,-0.000127535,1.42904e+07
0.0008711,1.27578,-1.45401e+07,-0.000127578,1.45401e+07
0.0008712,1.27621,-1.47944e+07,-0.000127621,1.47944e+07
0.0008713,1.27665,-1.50533e+07,-0.000127665,1.50533e+07
0.0008714,1.27708,-1.53169e+07,-0.000127708,1.53169e+07
0.0008715,1.27752,-1.55853e+07,-0.000127752,1.55853e+07
0.0008716,1.27795,-1.58586e+07,-0.000127795,1.58586e+07
0.0008717,1.27838,-1.61368e+07,-0.000127838,1.61368e+07
0.0008718,1.27882,-1.64201e+07,-0.000127882,1.64201e+07
0.0008719,1.27926,-1.67086e+07,-0.000127926,1.67086e+07
0.000872,1.27969,-1.70024e+07,-0.000127969,1.70024e+07
0.0008721,1.28013,-1.73015e+07,-0.000128013,1.73015e+07
0.0008722,1.28056,-1.7606e+07,-0.000128056,1.7606e+07
0.0008723,1.281,-1.79162e+07,-0.0001281,1.79162e+07
0.0008724,1.28144,-1.8232e+07,-0.000128144,1.8232e+07
0.0008725,1.28187,-1.85535e+07,-0.000128187,1.85535e+07
0.0008726,1.28231,-1.8881e+07,-0.000128231,1.8881e+07
0.0008727,1.28275,-1.92145e+07,-0.000128275,1.92145e+07
0.0008728,1.28319,-1.95541e+07,-0.000128319,1.95541e+07
0.0008729,1.28362,-1.98999e+07,-0.000128362,1.98999e+07
0.000873,1.28406,-2.0252e+07,-0.000128406,2.0252e+07
0.0008731,1.2845,-2.06106e+07,-0.00012845,2.06106e+07
0.0008732,1.28494,-2.09758e+07,-0.000128494,2.09758e+07
0.0008733,1.28538,-2.13477e+07,-0.000128538,2.13477e+07
0.0008734,1.28582,-2.17265e+07,-0.000128582,2.17265e+07
0.0008735,1.28626,-2.21122e+07,-0.000128626,2.21122e+07
0.0008736,1.2867,-2.2505e+07,-0.00012867,2.2505e+07
0.0008737,1.28714,-2.29051e+07,-0.000128714,2.29051e+07
0.0008738,1.28758,-2.33125e+07,-0.000128758,2.33125e+07
0.0008739,1.28802,-2.37274e+07,-0.000128802,2.37274e+07
0.000874,1.28846,-2.415e+07,-0.000128846,2.415e+07
0.0008741,1.28891,-2.45804e+07,-0.000128891,2.45804e+07
0.0008742,1.28935,-2.50188e+07,-0.000128935,2.50188e+07
0.0008743,1.28979,-2.54653e+07,-0.000128979,2.54653e+07
0.0008744,1.29023,-2.592e+07,-0.000129023,2.592e+07
0.0008745,1.29068,-2.63831e+07,-0.000129068,2.63831e+07
0.0008746,1.29112,-2.68548e+07,-0.000129112,2.68548e+07
0.0008747,1.29156,-2.73353e+07,-0.000129156,2.73353e+07
0.0008748,1.29201,-2.78246e+07,-0.000129201,2.78246e+07
0.0008749,1.29245,-2.8323e+07,-0.000129245,2.8323e+07
0.000875,1.29289,-2.88307e+07,-0.000129289,2.88307e+07
0.0008751,1.29334,-2.93478e+07,-0.000129334,2.93478e+07
0.0008752,1.29378,-2.98746e+07,-0.000129378,2.98746e+07
0.0008753,1.29423,-3.04111e+07,-0.000129423,3.04111e+07
0.0008754,1.29467,-3.09576e+07,-0.000129467,3.09576e+07
0.0008755,1.29512,-3.15142e+07,-0.000129512,3.15142e+07
0.0008756,1.29556,-3.20812e+07,-0.000129556,3.20812e+07
0.0008757,1.29601,-3.26588e+07,-0.000129601,3.26588e+07
0.0008758,1.29646,-3.32472e+07,-0.000129646,3.32472e+07
0.0008759,1.2969,-3.38465e+07,-0.00012969,3.38465e+07
0.000876,1.29735,-3.44571e+07,-0.000129735,3.44571e+07
0.0008761,1.2978,-3.5079e+07,-0.00012978,3.5079e+07
0.0008762,1.29824,-3.57125e+07,-0.000129824,3.57125e+07
0.0008763,1.29869,-3.63579e+07,-0.000129869,3.63579e+07
0.0008764,1.29914,-3.70154e+07,-0.000129914,3.70154e+07
0.0008765,1.29959,-3.76852e+07,-0.000129959,3.76852e+07
0.0008766,1.30004,-3.83675e+07,-0.000130004,3.83675e+07
0.0008767,1.30049,-3.90626e+07,-0.000130049,3.90626e+07
0.0008768,1.30094,-3.97707e+07,-0.000130094,3.97707e+07
0.0008769,1.30138,-4.04922e+07,-0.000130138,4.04922e+07
0.000877,1.30183,-4.12271e+07,-0.000130183,4.12271e+07
0.0008771,1.30228,-4.19759e+07,-0.000130228,4.19759e+07
0.0008772,1.30273,-4.27387e+07,-0.000130273,4.27387e+07
0.0008773,1.30319,-4.35159e+07,-0.000130319,4.35159e+07
0.0008774,1.30364,-4.43077e+07,-0.000130364,4.43077e+07
0.0008775,1.30409,-4.51144e+07,-0.000130409,4.51144e+07
0.0008776,1.30454,-4.59363e+07,-0.000130454,4.59363e+07
0.0008777,1.30499,-4.67737e+07,-0.000130499,4.67737e+07
0.0008778,1.30544,-4.76268e+07,-0.000130544,4.76268e+07
0.0008779,1.30589,-4.84961e+07,-0.000130589,4.84961e+07
0.000878,1.30635,-4.93817e+07,-0.000130635,4.93817e+07
