time,V(N001),I(V1),I(R1),I(D1)
0.000864,1.24575,-4.37391e+06,-0.000124575,4.37391e+06
0.000865,1.24989,-5.16172e+06,-0.000124989,5.16172e+06
0.000866,1.25406,-6.09865e+06,-0.000125406,6.09865e+06
0.000867,1.25826,-7.21413e+06,-0.000125826,7.21413e+06
0.000868,1.26249,-8.54365e+06,-0.000126249,8.54365e+06
0.000869,1.26674,-1.013e+07,-0.000126674,1.013e+07
0.00087,1.27103,-1.20248e+07,-0.000127103,1.20248e+07
0.000871,1.27535,-1.42904e+07,-0.000127535,1.42904e+07
0.000872,1.27969,-1.70024e+07,-0.000127969,1.70024e+07
0.000873,1.28406,-2.0252e+07,-0.000128406,2.0252e+07
0.000874,1.28846,-2.415e+07,-0.000128846,2.415e+07
0.000875,1.29289,-2.88307e+07,-0.000129289,2.88307e+07
0.000876,1.29735,-3.44571e+07,-0.000129735,3.44571e+07
0.000877,1.30183,-4.12271e+07,-0.000130183,4.12271e+07
0.000878,1.30635,-4.93817e+07,-0.000130635,4.93817e+07
0.000879,1.31089,-5.92142e+07,-0.000131089,5.92142e+07
0.00088,1.31545,-7.10816e+07,-0.000131545,7.10816e+07
0.000881,1.32005,-8.54198e+07,-0.000132005,8.54198e+07
0.000882,1.32467,-1.0276e+08,-0.000132467,1.0276e+08
0.000883,1.32931,-1.23753e+08,-0.000132931,1.23753e+08
0.000884,1.33399,-1.49193e+08,-0.000133399,1.49193e+08
0.000885,1.33869,-1.80051e+08,-0.000133869,1.80051e+08
0.000886,1.34341,-2.17518e+08,-0.000134341,2.17518e+08
0.000887,1.34817,-2.63055e+08,-0.000134817,2.63055e+08
0.000888,1.35294,-3.18453e+08,-0.000135294,3.18453e+08
0.000889,1.35775,-3.85911e+08,-0.000135775,3.85911e+08
0.00089,1.36258,-4.68133e+08,-0.000136258,4.68133e+08
0.000891,1.36743,-5.68446e+08,-0.000136743,5.68446e+08
0.000892,1.37231,-6.90944e+08,-0.000137231,6.90944e+08
0.000893,1.37721,-8.40672e+08,-0.000137721,8.40672e+08
0.000894,1.38214,-1.02385e+09,-0.000138214,1.02385e+09
0.000895,1.38709,-1.24817e+09,-0.000138709,1.24817e+09
0.000896,1.39207,-1.5231e+09,-0.000139207,1.5231e+09
0.000897,1.39707,-1.86037e+09,-0.000139707,1.86037e+09
0.000898,1.4021,-2.2745e+09,-0.00014021,2.2745e+09
0.000899,1.40714,-2.78343e+09,-0.000140714,2.78343e+09
0.0009,1.41221,-3.40944e+09,-0.000141221,3.40944e+09
0.000901,1.41731,-4.18011e+09,-0.000141731,4.18011e+09
0.000902,1.42243,-5.12971e+09,-0.000142243,5.12971e+09
0.000903,1.42757,-6.30078e+09,-0.000142757,6.30078e+09
0.000904,1.43273,-7.74618e+09,-0.000143273,7.74618e+09
0.000905,1.43792,-9.5317e+09,-0.000143792,9.5317e+09
0.000906,1.44312,-1.17392e+10,-0.000144312,1.17392e+10
0.000907,1.44835,-1.44707e+10,-0.000144835,1.44707e+10
0.000908,1.45361,-1.78532e+10,-0.000145361,1.78532e+10
0.000909,1.45888,-2.20455e+10,-0.000145888,2.20455e+10
0.00091,1.46417,-2.72454e+10,-0.000146417,2.72454e+10
0.000911,1.46949,-3.37004e+10,-0.000146949,3.37004e+10
0.000912,1.47483,-4.17197e+10,-0.000147483,4.17197e+10
0.000913,1.48018,-5.169e+10,-0.000148018,5.169e+10
0.000914,1.48556,-6.40956e+10,-0.000148556,6.40956e+10
0.000915,1.49096,-7.95433e+10,-0.000149096,7.95433e+10
0.000916,1.49638,-9.87933e+10,-0.000149638,9.87933e+10
0.000917,1.50181,-1.228e+11,-0.000150181,1.228e+11
0.000918,1.50727,-1.52759e+11,-0.000150727,1.52759e+11
0.000919,1.51275,-1.90177e+11,-0.000151275,1.90177e+11
0.00092,1.51825,-2.36941e+11,-0.000151825,2.36941e+11
0.000921,1.52376,-2.95429e+11,-0.000152376,2.95429e+11
0.000922,1.5293,-3.68633e+11,-0.00015293,3.68633e+11
0.000923,1.53485,-4.60317e+11,-0.000153485,4.60317e+11
0.000924,1.54042,-5.75226e+11,-0.000154042,5.75226e+11
0.000925,1.54601,-7.19343e+11,-0.000154601,7.19343e+11
0.000926,1.55162,-9.00211e+11,-0.000155162,9.00211e+11
0.000927,1.55724,-1.12735e+12,-0.000155724,1.12735e+12
0.000928,1.56288,-1.4128e+12,-0.000156288,1.4128e+12
0.000929,1.56854,-1.77174e+12,-0.000156854,1.77174e+12
0.00093,1.57422,-2.22339e+12,-0.000157422,2.22339e+12
0.000931,1.57991,-2.79204e+12,-0.000157991,2.79204e+12
0.000932,1.58562,-3.50847e+12,-0.000158562,3.50847e+12
0.000933,1.59135,-4.41161e+12,-0.000159135,4.41161e+12
0.000934,1.59709,-5.55082e+12,-0.000159709,5.55082e+12
0.000935,1.60285,-6.98865e+12,-0.000160285,6.98865e+12
0.000936,1.60863,-8.80444e+12,-0.000160863,8.80444e+12
0.000937,1.61442,-1.10989e+13,-0.000161442,1.10989e+13
0.000938,1.62022,-1.39997e+13,-0.000162022,1.39997e+13
0.000939,1.62604,-1.76694e+13,-0.000162604,1.76694e+13
0.00094,1.63188,-2.23141e+13,-0.000163188,2.23141e+13
0.000941,1.63772,-2.81962e+13,-0.000163772,2.81962e+13
0.000942,1.64359,-3.56492e+13,-0.000164359,3.56492e+13
0.000943,1.64947,-4.50976e+13,-0.000164947,4.50976e+13
0.000944,1.65536,-5.70818e+13,-0.000165536,5.70818e+13
0.000945,1.66126,-7.229e+13,-0.000166126,7.229e+13
0.000946,1.66718,-9.1599e+13,-0.000166718,9.1599e+13
0.000947,1.67311,-1.16127e+14,-0.000167311,1.16127e+14
0.000948,1.67906,-1.47298e+14,-0.000167906,1.47298e+14
0.000949,1.68501,-1.86931e+14,-0.000168501,1.86931e+14
0.00095,1.69098,-2.37347e+14,-0.000169098,2.37347e+14
0.000951,1.69696,-3.01507e+14,-0.000169696,3.01507e+14
0.000952,1.70296,-3.83193e+14,-0.000170296,3.83193e+14
0.000953,1.70896,-4.8724e+14,-0.000170896,4.8724e+14
0.000954,1.71498,-6.19822e+14,-0.000171498,6.19822e+14
0.000955,1.72101,-7.88836e+14,-0.000172101,7.88836e+14
0.000956,1.72705,-1.00438e+15,-0.000172705,1.00438e+15
0.000957,1.7331,-1.27937e+15,-0.00017331,1.27937e+15
0.000958,1.73916,-1.63034e+15,-0.000173916,1.63034e+15
0.000959,1.74523,-2.07844e+15,-0.000174523,2.07844e+15
0.00096,1.75131,-2.65077e+15,-0.000175131,2.65077e+15
0.000961,1.7574,-3.38204e+15,-0.00017574,3.38204e+15
0.000962,1.7635,-4.31668e+15,-0.00017635,4.31668e+15
0.000963,1.76961,-5.51168e+15,-0.000176961,5.51168e+15
0.000964,1.77573,-7.04006e+15,-0.000177573,7.04006e+15
0.000965,1.78186,-8.99544e+15,-0.000178186,8.99544e+15
0.000966,1.78799,-1.14979e+16,-0.000178799,1.14979e+16
0.000967,1.79414,-1.47014e+16,-0.000179414,1.47014e+16
0.000968,1.80029,-1.88036e+16,-0.000180029,1.88036e+16
0.000969,1.80645,-2.4058e+16,-0.000180645,2.4058e+16
0.00097,1.81262,-3.07901e+16,-0.000181262,3.07901e+16
0.000971,1.81879,-3.94178e+16,-0.000181879,3.94178e+16
0.000972,1.82498,-5.04774e+16,-0.000182498,5.04774e+16
0.000973,1.83117,-6.46578e+16,-0.000183117,6.46578e+16
0.000974,1.83736,-8.28441e+16,-0.000183736,8.28441e+16
0.000975,1.84357,-1.06173e+17,-0.000184357,1.06173e+17
0.000976,1.84977,-1.36105e+17,-0.000184977,1.36105e+17
0.000977,1.85599,-1.74516e+17,-0.000185599,1.74516e+17
0.000978,1.86221,-2.23819e+17,-0.000186221,2.23819e+17
0.000979,1.86844,-2.87112e+17,-0.000186844,2.87112e+17
0.00098,1.87467,-3.68381e+17,-0.000187467,3.68381e+17
0.000981,1.8809,-4.72747e+17,-0.00018809,4.72747e+17
0.000982,1.88714,-6.06795e+17,-0.000188714,6.06795e+17
0.000983,1.89339,-7.78992e+17,-0.000189339,7.78992e+17
0.000984,1.89964,-1.00022e+18,-0.000189964,1.00022e+18
0.000985,1.90589,-1.28449e+18,-0.000190589,1.28449e+18
0.000986,1.91215,-1.64978e+18,-0.000191215,1.64978e+18
0.000987,1.91841,-2.11926e+18,-0.000191841,2.11926e+18
0.000988,1.92467,-2.72269e+18,-0.000192467,2.72269e+18
0.000989,1.93094,-3.49835e+18,-0.000193094,3.49835e+18
0.00099,1.93721,-4.49547e+18,-0.000193721,4.49547e+18
0.000991,1.94348,-5.77738e+18,-0.000194348,5.77738e+18
0.000992,1.94976,-7.42549e+18,-0.000194976,7.42549e+18
0.000993,1.95603,-9.54452e+18,-0.000195603,9.54452e+18
0.000994,1.96231,-1.22691e+19,-0.000196231,1.22691e+19
0.000995,1.96859,-1.57724e+19,-0.000196859,1.57724e+19
0.000996,1.97487,-2.0277e+19,-0.000197487,2.0277e+19
0.000997,1.98115,-2.60692e+19,-0.000198115,2.60692e+19
0.000998,1.98743,-3.35169e+19,-0.000198743,3.35169e+19
0.000999,1.99372,-4.30932e+19,-0.000199372,4.30932e+19
0.001,2,-5.54062e+19,-0.0002,5.54062e+19
